country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,PM10,41,60,49
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,SO2,6,8,7
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,CO,11,25,14
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,OZONE,1,44,22
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","06-04-2025 22:00:00",26.10887,91.589544,NH3,15,23,17
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","06-04-2025 22:00:00",26.10887,91.589544,CO,10,57,26
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","06-04-2025 22:00:00",26.187500,91.744194,PM10,47,105,85
India,Assam,Guwahati,"IITG, Guwahati - PCBA","06-04-2025 22:00:00",26.2028636,91.70046436,PM10,100,442,164
India,Assam,Guwahati,"IITG, Guwahati - PCBA","06-04-2025 22:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA","06-04-2025 22:00:00",26.2028636,91.70046436,SO2,19,20,19
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-04-2025 22:00:00",16.9872867,81.7363176,PM10,28,305,74
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-04-2025 22:00:00",16.9872867,81.7363176,NO2,14,82,35
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-04-2025 22:00:00",16.9872867,81.7363176,PM2.5,18,73,40
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","06-04-2025 22:00:00",26.181742,91.78063,PM10,96,207,130
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","06-04-2025 22:00:00",24.75746,84.366208,SO2,11,19,15
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","06-04-2025 22:00:00",25.42742023,86.13886079,CO,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","06-04-2025 22:00:00",26.80365,84.51954,NH3,2,5,4
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","06-04-2025 22:00:00",26.80365,84.51954,SO2,12,18,15
India,Assam,Silchar,"Tarapur, Silchar - PCBA","06-04-2025 22:00:00",24.82827,92.79525,NH3,1,2,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","06-04-2025 22:00:00",24.82827,92.79525,CO,20,36,25
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","06-04-2025 22:00:00",26.987634,94.636574,NH3,3,6,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","06-04-2025 22:00:00",26.987634,94.636574,OZONE,2,12,5
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","06-04-2025 22:00:00",25.7808257,84.7446768,PM10,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","06-04-2025 22:00:00",25.7808257,84.7446768,SO2,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","06-04-2025 22:00:00",24.7955,84.9994,PM2.5,21,263,119
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","06-04-2025 22:00:00",24.7955,84.9994,NO2,1,12,6
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","06-04-2025 22:00:00",26.146529,87.454184,NH3,10,12,11
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","06-04-2025 22:00:00",25.5626095,84.663264,SO2,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","06-04-2025 22:00:00",26.446912,91.439057,PM2.5,77,280,132
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","06-04-2025 22:00:00",25.7808257,84.7446768,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","06-04-2025 22:00:00",24.792403,84.992416,PM10,81,281,153
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","06-04-2025 22:00:00",24.792403,84.992416,CO,10,131,37
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","06-04-2025 22:00:00",26.349082,92.68449,NH3,4,4,4
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1209,85.3647,SO2,2,4,3
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1209,85.3647,OZONE,16,93,51
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","06-04-2025 22:00:00",25.586562,85.043586,NH3,2,3,3
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","06-04-2025 22:00:00",25.592539,85.227158,NO2,4,23,10
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","06-04-2025 22:00:00",25.592539,85.227158,OZONE,12,36,21
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","06-04-2025 22:00:00",25.610369,85.132568,CO,74,88,78
India,Bihar,Patna,"Muradpur, Patna - BSPCB","06-04-2025 22:00:00",25.619651,85.147382,PM2.5,96,328,231
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","06-04-2025 22:00:00",25.599486,85.113666,NH3,1,2,1
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","06-04-2025 22:00:00",25.599486,85.113666,SO2,1,3,1
India,Bihar,Patna,"Samanpura, Patna - BSPCB","06-04-2025 22:00:00",25.596727,85.085624,PM10,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","06-04-2025 22:00:00",25.376776,86.471523,PM10,113,197,141
India,Bihar,Munger,"Town Hall, Munger - BSPCB","06-04-2025 22:00:00",25.376776,86.471523,OZONE,1,7,5
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.11442,85.39813,CO,18,84,32
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1403345,85.3650192,PM2.5,37,320,156
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","06-04-2025 22:00:00",24.762518,84.982348,PM2.5,19,78,48
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","06-04-2025 22:00:00",24.762518,84.982348,NO2,17,25,22
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","06-04-2025 22:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","06-04-2025 22:00:00",25.697189,85.245900,NO2,14,45,28
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","06-04-2025 22:00:00",25.03280,85.41948,NO2,8,10,9
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","06-04-2025 22:00:00",25.03280,85.41948,OZONE,29,39,34
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","06-04-2025 22:00:00",25.892357,86.590325,PM2.5,48,200,109
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","06-04-2025 22:00:00",25.892357,86.590325,NO2,6,8,7
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","06-04-2025 22:00:00",25.859655,85.77944,PM10,55,187,114
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","06-04-2025 22:00:00",25.859655,85.77944,NH3,2,2,2
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","06-04-2025 22:00:00",25.859655,85.77944,SO2,8,32,29
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","06-04-2025 22:00:00",27.308328,84.531742,OZONE,12,33,23
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1403345,85.3650192,NO2,17,17,17
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","06-04-2025 22:00:00",22.368195,82.746431,NH3,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","06-04-2025 22:00:00",22.368195,82.746431,SO2,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","06-04-2025 22:00:00",22.368195,82.746431,OZONE,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","06-04-2025 22:00:00",22.348441,82.549611,NO2,66,97,83
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","06-04-2025 22:00:00",22.348441,82.549611,NH3,1,6,3
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","06-04-2025 22:00:00",24.952822,84.002396,NO2,2,3,2
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","06-04-2025 22:00:00",24.952822,84.002396,SO2,4,5,5
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","06-04-2025 22:00:00",26.2271665,84.3570427,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","06-04-2025 22:00:00",30.751462,76.762879,NO2,14,63,31
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","06-04-2025 22:00:00",30.719859,76.738637,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","06-04-2025 22:00:00",22.118125,83.140608,NH3,7,7,7
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","06-04-2025 22:00:00",30.751462,76.762879,PM10,48,110,90
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","06-04-2025 22:00:00",21.224231,81.408350,PM2.5,32,93,56
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","06-04-2025 22:00:00",21.224231,81.408350,PM10,37,136,70
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","06-04-2025 22:00:00",30.719859,76.738637,NH3,NA,NA,NA
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","06-04-2025 22:00:00",21.194815,81.314770,NH3,3,4,4
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.647622,77.3158090,NO2,48,126,84
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.647622,77.3158090,SO2,1,35,15
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.695381,77.181665,NH3,7,9,8
India,Delhi,Delhi,"Bawana, Delhi - DPCC","06-04-2025 22:00:00",28.776200,77.051074,SO2,9,109,52
India,Delhi,Delhi,"Bawana, Delhi - DPCC","06-04-2025 22:00:00",28.776200,77.051074,OZONE,3,142,93
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","06-04-2025 22:00:00",28.7256504,77.2011573,PM2.5,16,398,185
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","06-04-2025 22:00:00",22.126650,83.483212,OZONE,8,9,8
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","06-04-2025 22:00:00",22.1910172,83.5197009,PM10,60,166,104
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","06-04-2025 22:00:00",21.258815,81.578979,OZONE,5,40,28
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","06-04-2025 22:00:00",21.219665,81.630094,PM10,50,102,68
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","06-04-2025 22:00:00",28.588333,77.221667,PM2.5,60,308,174
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","06-04-2025 22:00:00",28.5918245,77.2273074,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.611281,77.237738,PM10,70,228,138
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.611281,77.237738,NH3,14,20,17
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.611281,77.237738,SO2,12,53,24
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","06-04-2025 22:00:00",28.6811736,77.3025234,NH3,10,15,12
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","06-04-2025 22:00:00",28.6811736,77.3025234,CO,30,118,49
India,Delhi,Delhi,"ITO, Delhi - CPCB","06-04-2025 22:00:00",28.628624,77.241060,PM2.5,54,343,169
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","06-04-2025 22:00:00",28.636429,77.201067,OZONE,5,22,13
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","06-04-2025 22:00:00",28.570173,76.933762,PM2.5,27,348,134
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","06-04-2025 22:00:00",28.570173,76.933762,NO2,60,127,96
India,Delhi,Delhi,"ITO, Delhi - CPCB","06-04-2025 22:00:00",28.628624,77.241060,NH3,6,14,9
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","06-04-2025 22:00:00",28.732820,77.170633,PM2.5,48,434,253
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","06-04-2025 22:00:00",28.732820,77.170633,PM10,100,435,279
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","06-04-2025 22:00:00",28.5512005,77.2735737,PM2.5,43,327,178
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","06-04-2025 22:00:00",28.5710274,77.0719006,PM10,86,500,204
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","06-04-2025 22:00:00",21.371751,81.664929,NO2,23,60,40
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","06-04-2025 22:00:00",21.371751,81.664929,NH3,3,3,3
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","06-04-2025 22:00:00",28.732820,77.170633,CO,40,123,66
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.672342,77.315260,PM2.5,45,361,158
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.672342,77.315260,NO2,19,113,54
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-04-2025 22:00:00",28.699793,77.165453,PM2.5,50,425,243
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-04-2025 22:00:00",28.699793,77.165453,PM10,NA,NA,NA
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-04-2025 22:00:00",28.699793,77.165453,NO2,50,266,133
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-04-2025 22:00:00",28.699793,77.165453,SO2,27,102,55
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","06-04-2025 22:00:00",23.107969,72.574648,PM2.5,30,328,104
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","06-04-2025 22:00:00",28.674045,77.131023,OZONE,1,305,125
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,PM2.5,37,305,126
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,NO2,47,108,82
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,NH3,6,15,11
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,SO2,14,60,28
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","06-04-2025 22:00:00",28.563262,77.186937,PM2.5,57,375,224
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","06-04-2025 22:00:00",28.563262,77.186937,NO2,10,102,55
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","06-04-2025 22:00:00",23.107969,72.574648,OZONE,1,105,48
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","06-04-2025 22:00:00",22.977134,72.553024,OZONE,1,34,18
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","06-04-2025 22:00:00",23.002657,72.591912,PM10,46,423,144
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","06-04-2025 22:00:00",23.016834,72.625775,NO2,1,11,8
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","06-04-2025 22:00:00",23.016834,72.625775,OZONE,2,92,40
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","06-04-2025 22:00:00",23.041137,72.456691,CO,20,72,28
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","06-04-2025 22:00:00",28.530785,77.271255,CO,57,132,76
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","06-04-2025 22:00:00",28.530785,77.271255,OZONE,4,303,165
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","06-04-2025 22:00:00",28.623763,77.287209,PM2.5,32,329,137
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","06-04-2025 22:00:00",28.531346,77.190156,PM10,102,244,151
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","06-04-2025 22:00:00",28.531346,77.190156,NO2,9,97,54
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","06-04-2025 22:00:00",28.531346,77.190156,NH3,8,12,10
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","06-04-2025 22:00:00",28.6514781,77.1473105,PM10,124,492,214
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","06-04-2025 22:00:00",28.6514781,77.1473105,NH3,4,8,6
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","06-04-2025 22:00:00",28.567890,77.250515,NO2,14,98,54
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","06-04-2025 22:00:00",28.567890,77.250515,CO,19,105,45
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","06-04-2025 22:00:00",28.5504249,77.2159377,NO2,43,44,44
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","06-04-2025 22:00:00",28.422681,77.148944,PM2.5,42,304,141
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","06-04-2025 22:00:00",28.3153,76.9143,PM10,20,55,37
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","06-04-2025 22:00:00",28.3153,76.9143,SO2,8,44,23
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","06-04-2025 22:00:00",30.943887,76.801991,PM10,62,288,124
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","06-04-2025 22:00:00",30.943887,76.801991,NH3,5,8,7
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","06-04-2025 22:00:00",23.80569,86.44268,CO,1,2,2
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","06-04-2025 22:00:00",16.172806,75.659694,PM10,45,46,46
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","06-04-2025 22:00:00",12.9135218,77.5950804,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","06-04-2025 22:00:00",12.9135218,77.5950804,CO,26,36,35
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","06-04-2025 22:00:00",23.076793,72.627874,NO2,6,71,26
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","06-04-2025 22:00:00",23.043070,72.562968,PM10,50,126,76
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","06-04-2025 22:00:00",23.043070,72.562968,NO2,10,87,32
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","06-04-2025 22:00:00",21.613267,73.010555,SO2,45,45,45
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","06-04-2025 22:00:00",21.613267,73.010555,OZONE,31,40,33
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","06-04-2025 22:00:00",23.163798,72.677768,PM10,54,304,100
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","06-04-2025 22:00:00",23.243639,72.68994,PM10,60,142,99
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","06-04-2025 22:00:00",23.243639,72.68994,SO2,5,29,11
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","06-04-2025 22:00:00",20.362421,72.918013,PM2.5,42,233,122
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","06-04-2025 22:00:00",20.362421,72.918013,NO2,13,14,14
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","06-04-2025 22:00:00",12.9756843,77.5660749,NO2,31,36,33
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","06-04-2025 22:00:00",22.410802,73.097923,NO2,4,27,14
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","06-04-2025 22:00:00",13.029152,77.585901,OZONE,6,28,18
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","06-04-2025 22:00:00",14.791800,75.389600,CO,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","06-04-2025 22:00:00",15.3714823,75.1160168,OZONE,13,30,25
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,PM2.5,35,92,61
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,PM10,42,107,72
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,NO2,8,11,9
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,NH3,3,4,3
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,CO,24,44,26
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,OZONE,23,70,59
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","06-04-2025 22:00:00",13.0270199,77.494094,PM10,49,70,59
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","06-04-2025 22:00:00",13.0270199,77.494094,NO2,16,23,20
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","06-04-2025 22:00:00",13.0270199,77.494094,SO2,4,16,8
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","06-04-2025 22:00:00",13.0270199,77.494094,OZONE,40,40,40
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","06-04-2025 22:00:00",12.921418,77.502466,CO,26,49,33
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","06-04-2025 22:00:00",15.459706,75.008381,NO2,20,20,20
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","06-04-2025 22:00:00",15.411456,75.638133,PM10,30,57,41
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","06-04-2025 22:00:00",15.411456,75.638133,NO2,4,24,14
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","06-04-2025 22:00:00",15.411456,75.638133,NH3,1,3,2
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","06-04-2025 22:00:00",12.917348,77.622813,PM10,41,131,95
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","06-04-2025 22:00:00",11.55358,76.55521,PM10,30,47,44
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","06-04-2025 22:00:00",11.55358,76.55521,NH3,2,2,2
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","06-04-2025 22:00:00",12.990328,77.5431385,NO2,21,29,23
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","06-04-2025 22:00:00",13.0246342,77.5080115,NO2,8,10,8
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","06-04-2025 22:00:00",13.0246342,77.5080115,SO2,5,10,8
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","06-04-2025 22:00:00",14.475800,75.905200,NH3,2,3,2
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","06-04-2025 22:00:00",14.475800,75.905200,CO,8,39,37
